Season,Champion,Games Played,Wins,Losses,Winrate,Kills,Deaths,Assists,Gold,CS/m
10,Lucian,2,1,1,0.5,7.5,6.0,6.0,10292,5.9
10,Miss Fortune,2,1,1,0.5,12.0,5.0,5.5,12214,5.8
10,Vayne,2,1,1,0.5,4.5,6.5,7.0,8029,4.3
10,Ezreal,2,0,2,0,3.0,6.5,6.5,10287,5.7
10,Shen,1,1,0,1,0.0,2.0,2.0,4349,4.9
10,Thresh,1,1,0,1,4.0,7.0,17.0,9190,1.0
10,Leona,1,1,0,1,3.0,3.0,18.0,8492,0.9
10,Cho Gath,1,1,0,1,3.0,0.0,2.0,6807,7.8
10,Kassadin,1,1,0,1,9.0,7.0,14.0,14596,4.4
10,Urgot,1,0,1,0,9.0,4.0,9.0,16276,6.1
10,Kalista,1,0,1,0,3.0,12.0,10.0,15194,4.8
10,Jinx,1,0,1,0,5.0,3.0,2.0,9894,5.7
10,Alistar,1,0,1,0,1.0,11.0,20.0,7667,0.8
10,Nasus,1,0,1,0,2.0,8.0,2.0,10460,6.6
10,Varus,1,0,1,0,0.0,4.0,1.0,5932,6.2
10,Olaf,1,0,1,0,1.0,5.0,5.0,7712,4.7
10,Quinn,1,0,1,0,2.0,8.0,7.0,9844,6.4
10,Ryze,1,0,1,0,0.0,3.0,4.0,6568,6.8
10,Riven,1,0,1,0,3.0,5.0,0.0,7376,4.3
11,Lucian,16,11,5,0.688,10.4,4.6,6.3,14585,7.4
11,Alistar,11,6,5,0.545,2.7,4.9,11.5,7771,1.1
11,Kai Sa,8,4,4,0.5,7.9,5.8,6.4,12257,5.9
11,Corki,7,3,4,0.429,6.7,5.3,9.0,12481,6.0
11,Nautilus,6,5,1,0.833,3.8,4.3,14.3,8449,1.2
11,Hecarim,5,3,2,0.6,8.0,5.8,11.4,13506,5.8
11,Thresh,5,3,2,0.6,1.2,2.8,11.0,6496,1.2
11,Gnar,5,2,3,0.4,4.2,3.6,8.0,11107,5.3
11,Ryze,5,2,3,0.4,5.0,4.6,4.6,11047,7.0
11,Tristana,4,2,2,0.5,6.8,5.8,6.3,12057,5.5
11,Ezreal,4,2,2,0.5,4.8,5.5,8.3,9957,5.8
11,Ekko,3,2,1,0.667,5.3,3.0,3.0,9353,5.6
11,Kog Maw,3,2,1,0.667,3.3,2.3,4.3,7738,6.1
11,Tahm Kench,3,1,2,0.333,4.3,2.0,4.3,7994,5.5
11,Vayne,2,2,0,1,6.5,5.0,7.5,13540,6.0
11,Senna,2,2,0,1,6.0,3.5,20.0,12408,3.8
11,Illaoi,2,2,0,1,5.0,2.0,7.0,14971,7.6
11,Urgot,2,1,1,0.5,14.5,7.5,6.5,18286,5.5
11,Jinx,2,1,1,0.5,3.5,6.0,5.0,11648,6.9
